"YEAR","STATE.NAME","STATE.ABB","STATE.RANK","SENATE.D","SENATE.R","SENATE.I","SENATE.WOMEN","SENATE.TOTAL","HOUSE.D","HOUSE.R","HOUSE.I","HOUSE.WOMEN","HOUSE.TOTAL","TOTAL.WOMEN","TOTAL.LEGISLATURE","PERCENT.WOMEN"
2006,"New Mexico","NM",10,7,4,NA,11,42,12,12,NA,24,70,35,112,31.3
2005,"New Mexico","NM",9,7,4,NA,11,42,12,12,NA,24,70,35,112,31.3
2004,"New Mexico","NM",5,7,5,NA,12,42,12,10,NA,22,70,34,112,30.4
2003,"New Mexico","NM",7,7,5,NA,12,42,11,10,NA,21,70,33,112,29.5
2002,"New Mexico","NM",7,7,5,NA,12,42,12,10,NA,22,70,34,112,30.4
2001,"New Mexico","NM",7,7,5,NA,12,42,13,10,NA,23,70,35,112,31.3
2000,"New Mexico","NM",13,7,3,NA,10,42,10,11,NA,21,70,31,112,27.7
1999,"New Mexico","NM",13,7,3,NA,10,42,10,11,NA,21,70,31,112,27.7
1998,"New Mexico","NM",11,7,3,NA,10,42,10,10,NA,20,70,30,112,26.8
1997,"New Mexico","NM",11,7,3,NA,10,42,10,10,NA,20,70,30,112,26.8
1996,"New Mexico","NM",27,6,2,NA,8,42,9,6,NA,15,70,23,112,20.5
1995,"New Mexico","NM",27,6,2,NA,8,42,9,6,NA,15,170,23,112,20.5
1994,"New Mexico","NM",28,6,2,NA,8,42,9,5,NA,14,70,22,112,19.6
1993,"New Mexico","NM",27,6,2,NA,8,42,9,5,NA,14,70,22,112,19.6
1992,"New Mexico","NM",35,3,1,NA,4,42,7,5,NA,12,70,16,112,14.3
1991,"New Mexico","NM",35,3,1,NA,4,42,6,5,NA,11,70,15,112,13.4
1990,"New Mexico","NM",34,3,1,NA,4,42,5,6,NA,11,70,15,112,13.4
1989,"New Mexico","NM",34,3,1,NA,4,42,5,6,NA,11,70,15,112,13.4
1988,"New Mexico","NM",38,0,2,NA,2,42,4,5,NA,9,70,11,112,9.8
1987,"New Mexico","NM",38,0,2,NA,2,42,4,5,NA,9,70,11,112,9.8
1986,"New Mexico","NM",32,0,2,NA,2,42,1,10,NA,11,70,13,112,11.6
1985,"New Mexico","NM",32,0,2,NA,2,42,1,10,NA,11,70,13,112,11.6
1984,"New Mexico","NM",40,1,2,NA,3,42,2,4,NA,6,70,9,112,8
1983,"New Mexico","NM",41,1,2,NA,3,42,2,4,NA,6,70,9,112,8
1981,"New Mexico","NM",44,0,2,NA,2,42,2,3,NA,5,70,7,112,6.3
1979,"New Mexico","NM",42,NA,NA,NA,1,42,NA,NA,NA,4,70,5,112,4.5
1977,"New Mexico","NM",42,NA,NA,NA,1,42,NA,NA,NA,4,70,5,112,4.5
1975,"New Mexico","NM",34,NA,NA,NA,2,42,NA,NA,NA,3,70,5,112,4.5
2014,"Texas","TX",32,4,3,NA,7,31,17,15,NA,32,150,39,181,21.5
2013,"Texas","TX",33,4,3,NA,7,31,16,15,NA,31,150,38,181,21
2012,"Texas","TX",35,3,3,NA,6,31,13,19,NA,32,150,38,181,21
2011,"Texas","TX",35,3,3,NA,6,31,14,18,NA,32,150,38,181,21
2010,"Texas","TX",25,3,3,NA,6,31,24,13,NA,37,150,43,181,23.8
2009,"Texas","TX",25,3,3,NA,6,31,24,13,NA,37,150,43,181,23.8
2008,"Texas","TX",35,2,2,NA,4,31,18,12,NA,30,150,34,181,18.8
2007,"Texas","TX",33,2,2,NA,4,31,18,13,NA,31,150,35,181,19.3
2006,"Texas","TX",28,2,2,NA,4,31,15,18,NA,33,150,37,181,20.4
2005,"Texas","TX",31,2,2,NA,4,31,13,18,NA,31,150,35,181,19.3
2004,"Texas","TX",33,2,2,NA,4,31,11,20,NA,31,150,35,181,19.3
2003,"Texas","TX",32,2,2,NA,4,31,11,20,NA,31,150,35,181,19.3
2002,"Texas","TX",34,2,2,NA,4,31,16,14,NA,30,150,34,181,18.8
2001,"Texas","TX",33,2,2,NA,4,31,16,14,NA,30,150,34,181,18.8
2000,"Texas","TX",38,2,2,NA,4,31,16,13,NA,28,150,33,181,18.2
1999,"Texas","TX",38,2,2,NA,4,31,16,12,NA,28,150,32,181,17.7
1998,"Texas","TX",30,1,2,NA,3,31,19,11,NA,30,150,33,181,18.2
1997,"Texas","TX",30,1,2,NA,3,31,19,11,NA,30,150,33,181,18.2
1996,"Texas","TX",31,2,2,NA,4,31,18,11,NA,29,150,33,181,18.2
1995,"Texas","TX",31,2,2,NA,4,31,18,11,NA,29,150,33,181,18.2
1994,"Texas","TX",35,2,2,NA,4,31,19,8,NA,27,150,31,181,17.1
1993,"Texas","TX",36,2,2,NA,4,31,18,7,NA,25,150,29,181,16
1992,"Texas","TX",39,3,1,NA,4,31,13,6,NA,19,150,23,181,12.7
1991,"Texas","TX",38,3,1,NA,4,31,13,6,NA,19,150,23,181,12.7
1990,"Texas","TX",40,2,1,NA,3,31,11,5,NA,16,150,19,181,10.5
1989,"Texas","TX",39,2,1,NA,3,31,11,5,NA,16,150,19,181,10.5
1988,"Texas","TX",39,2,1,NA,3,31,10,4,NA,14,150,17,181,9.4
1987,"Texas","TX",39,2,1,NA,3,31,10,4,NA,14,150,17,181,9.4
1986,"Texas","TX",39,0,1,NA,1,31,10,5,NA,15,150,16,181,8.8
1985,"Texas","TX",39,0,1,NA,1,31,10,5,NA,15,150,16,181,8.8
1984,"Texas","TX",43,0,0,NA,0,31,9,4,NA,13,150,13,181,7.2
1983,"Texas","TX",43,0,0,NA,0,31,9,4,NA,13,150,13,181,7.2
1981,"Texas","TX",41,0,1,NA,1,31,10,1,NA,11,150,12,181,6.6
1979,"Texas","TX",35,NA,NA,NA,1,31,NA,NA,NA,11,150,12,181,6.6
1977,"Texas","TX",31,NA,NA,NA,1,31,NA,NA,NA,10,150,11,181,6.1
1975,"Texas","TX",35,NA,NA,NA,1,31,NA,NA,NA,7,150,8,181,4.4
2014,"Colorado","CO",1,11,2,NA,13,35,18,10,NA,28,65,41,100,41
2013,"Colorado","CO",2,11,2,NA,13,35,18,10,NA,28,65,41,100,41
2012,"Colorado","CO",1,14,3,NA,17,35,14,9,NA,23,65,40,100,40
2011,"Colorado","CO",1,14,3,NA,17,35,15,9,NA,24,65,41,100,41
2010,"Colorado","CO",1,12,1,NA,13,35,19,6,NA,25,65,38,100,38
2009,"Colorado","CO",3,11,1,NA,12,35,19,6,NA,25,65,37,100,37
2008,"Colorado","CO",2,9,1,NA,10,35,21,5,NA,26,65,36,100,36
2007,"Colorado","CO",4,9,1,NA,10,35,19,5,NA,24,65,34,100,34
2006,"Colorado","CO",8,9,2,NA,11,35,17,4,NA,21,65,32,100,32
2005,"Colorado","CO",7,9,2,NA,11,35,18,4,NA,22,65,33,100,33
2004,"Colorado","CO",3,9,1,NA,10,35,14,10,NA,24,65,34,100,34
2003,"Colorado","CO",2,8,1,NA,9,35,14,10,NA,24,65,33,100,33
2002,"Colorado","CO",4,7,3,NA,10,35,13,11,NA,24,65,34,100,34
2001,"Colorado","CO",4,7,3,NA,10,35,13,11,NA,24,65,34,100,34
2000,"Colorado","CO",4,5,7,NA,12,35,10,12,NA,22,65,34,100,34
1999,"Colorado","CO",4,5,7,NA,12,35,10,12,NA,22,65,34,100,34
1998,"Colorado","CO",3,5,5,NA,10,35,10,15,NA,25,65,35,100,35
1997,"Colorado","CO",3,5,5,NA,10,35,10,15,NA,25,65,35,100,35
1996,"Colorado","CO",3,5,5,NA,10,35,10,11,NA,21,65,31,100,31
1995,"Colorado","CO",3,5,5,NA,10,35,10,11,NA,21,65,31,100,31
1994,"Colorado","CO",2,4,5,NA,9,35,15,11,NA,26,65,35,100,35
1993,"Colorado","CO",3,3,5,NA,8,35,16,11,NA,27,65,35,100,35
1992,"Colorado","CO",5,3,5,NA,8,35,11,12,NA,23,65,31,100,31
1991,"Colorado","CO",6,3,5,NA,8,35,11,12,NA,23,65,31,100,31
1990,"Colorado","CO",6,2,5,NA,7,35,9,13,NA,22,65,29,100,29
1989,"Colorado","CO",5,2,5,NA,7,35,9,13,NA,22,65,29,100,29
1988,"Colorado","CO",3,1,3,NA,4,35,7,17,NA,24,65,28,100,28
1987,"Colorado","CO",3,1,2,NA,3,35,8,17,NA,25,65,28,100,28
1986,"Colorado","CO",4,2,3,NA,5,35,6,13,NA,19,65,24,100,24
1985,"Colorado","CO",4,2,3,NA,5,35,6,13,NA,19,65,24,100,24
1984,"Colorado","CO",2,2,3,NA,5,35,9,11,NA,20,65,25,100,25
1983,"Colorado","CO",2,2,3,NA,5,35,9,11,NA,20,65,25,100,25
1981,"Colorado","CO",4,2,2,NA,4,35,9,10,NA,19,65,23,100,23
1979,"Colorado","CO",2,NA,NA,NA,3,35,NA,NA,NA,18,65,21,100,21
1977,"Colorado","CO",7,NA,NA,NA,2,35,NA,NA,NA,12,65,14,100,14
1975,"Colorado","CO",4,NA,NA,NA,3,35,NA,NA,NA,13,65,16,100,16
2014,"Maine","ME",12,8,0,NA,8,35,34,13,NA,47,151,55,186,29.6
2013,"Maine","ME",10,8,0,NA,8,35,34,13,NA,47,151,55,186,29.6
2012,"Maine","ME",11,5,3,NA,8,35,27,19,NA,46,151,54,186,29
2011,"Maine","ME",10,5,3,NA,8,35,27,19,NA,46,151,54,186,29
2010,"Maine","ME",13,6,2,NA,8,35,36,10,NA,46,151,54,186,29
2009,"Maine","ME",14,6,2,NA,8,35,36,10,NA,46,151,54,186,29
2008,"Maine","ME",10,7,5,NA,12,35,35,11,NA,46,151,58,186,31.2
2007,"Maine","ME",9,7,5,NA,12,35,35,11,NA,46,151,58,186,31.2
2006,"Maine","ME",23,6,5,NA,11,35,24,8,NA,32,151,43,186,23.1
2005,"Maine","ME",23,6,5,NA,11,35,24,8,NA,32,151,43,186,23.1
2004,"Maine","ME",18,9,4,NA,13,35,26,11,NA,37,151,50,186,26.9
2003,"Maine","ME",17,9,4,NA,13,35,26,11,NA,37,151,50,186,26.9
2002,"Maine","ME",8,11,3,1,15,35,28,13,NA,41,151,56,186,30.1
2001,"Maine","ME",8,11,3,1,15,35,28,13,1,41,151,56,186,30.1
2000,"Maine","ME",12,12,3,1,16,35,22,13,1,36,151,52,186,28
1999,"Maine","ME",12,12,3,1,16,35,22,13,1,36,151,52,186,28
1998,"Maine","ME",14,9,3,1,13,35,23,11,1,35,151,48,186,25.8
1997,"Maine","ME",15,9,3,1,13,35,23,11,1,35,151,48,186,25.8
1996,"Maine","ME",12,7,3,1,11,35,23,15,NA,38,151,49,186,26.3
1995,"Maine","ME",12,7,3,1,11,35,22,15,NA,37,151,48,186,25.8
1994,"Maine","ME",6,7,4,NA,11,35,37,11,NA,48,151,59,186,31.7
1993,"Maine","ME",6,7,4,NA,11,35,36,12,NA,48,151,59,186,31.7
1992,"Maine","ME",3,6,6,NA,12,35,33,15,NA,48,151,60,186,32.3
1991,"Maine","ME",2,6,6,NA,12,35,34,15,NA,49,151,61,186,32.8
1990,"Maine","ME",3,5,5,NA,10,35,29,19,NA,48,151,58,186,31.2
1989,"Maine","ME",2,5,5,NA,10,35,28,19,NA,47,151,57,186,30.7
1988,"Maine","ME",2,4,6,NA,10,35,24,19,NA,43,151,53,186,28.5
1987,"Maine","ME",2,4,6,NA,10,35,24,19,NA,43,151,53,186,28.5
1986,"Maine","ME",6,6,3,NA,9,35,17,18,NA,35,151,44,186,23.7
1985,"Maine","ME",6,6,3,NA,9,35,17,18,NA,35,151,44,186,23.7
1984,"Maine","ME",6,4,2,NA,6,33,21,14,NA,35,151,41,184,22.3
1983,"Maine","ME",6,4,2,NA,6,33,21,14,NA,35,151,41,184,22.3
1981,"Maine","ME",5,4,2,NA,6,33,18,18,NA,36,151,42,184,22.8
1979,"Maine","ME",6,NA,NA,NA,4,33,NA,NA,NA,30,151,34,184,18.5
1977,"Maine","ME",6,NA,NA,NA,2,33,NA,NA,NA,25,151,27,184,14.7
1975,"Maine","ME",9,NA,NA,NA,1,33,NA,NA,NA,23,151,24,184,13
2014,"New York","NY",33,7,4,NA,11,63,30,4,NA,34,150,45,213,21.1
2013,"New York","NY",30,6,4,NA,10,63,32,5,NA,37,150,47,213,22.1
2012,"New York","NY",31,8,3,NA,11,63,29,7,NA,36,150,47,213,22.2
2011,"New York","NY",34,8,3,NA,11,62,27,7,NA,34,150,45,212,21.2
2010,"New York","NY",24,8,2,NA,10,62,35,6,NA,41,150,51,212,24.1
2009,"New York","NY",24,8,2,NA,10,62,36,6,NA,42,150,52,212,24.5
2008,"New York","NY",23,8,3,NA,11,62,34,5,NA,39,150,50,212,23.6
2007,"New York","NY",21,8,3,NA,11,62,35,5,NA,40,150,51,212,24.1
2006,"New York","NY",25,7,3,NA,10,62,33,5,NA,38,150,48,212,22.6
2005,"New York","NY",25,7,3,NA,10,62,31,6,NA,37,150,47,212,22.2
2004,"New York","NY",24,6,5,NA,11,62,29,8,NA,37,150,48,212,22.6
2003,"New York","NY",25,6,5,NA,11,62,27,8,NA,35,150,46,212,21.7
2002,"New York","NY",29,7,3,NA,10,61,26,9,NA,35,150,45,211,21.3
2001,"New York","NY",29,7,3,NA,10,61,26,10,NA,36,150,46,211,21.8
2000,"New York","NY",27,6,3,NA,9,61,26,10,NA,36,150,45,211,21.3
1999,"New York","NY",30,5,3,NA,8,61,26,10,NA,36,150,44,211,20.9
1998,"New York","NY",28,7,1,NA,8,61,25,10,NA,35,150,43,211,20.4
1997,"New York","NY",29,7,1,NA,8,61,22,9,NA,31,150,39,211,18.5
1996,"New York","NY",34,8,1,NA,9,61,21,8,NA,29,150,38,211,18
1995,"New York","NY",34,8,1,NA,9,61,21,8,NA,29,150,38,211,18
1994,"New York","NY",30,7,1,NA,8,61,22,8,1,31,150,39,211,18.5
1993,"New York","NY",33,7,1,NA,8,61,21,6,NA,27,150,35,211,16.6
1992,"New York","NY",38,5,1,NA,6,61,17,4,NA,21,150,27,211,12.8
1991,"New York","NY",36,5,1,NA,6,61,18,4,NA,22,150,28,211,13.3
1990,"New York","NY",37,5,1,NA,6,61,14,3,NA,17,150,23,211,10.9
1989,"New York","NY",37,5,1,NA,6,61,15,3,NA,18,150,24,211,11.4
1988,"New York","NY",36,4,1,NA,5,61,15,2,NA,17,150,22,211,10.4
1987,"New York","NY",36,4,1,NA,5,61,15,3,NA,18,150,23,211,10.9
1986,"New York","NY",34,4,1,NA,5,61,16,2,NA,18,150,23,211,10.9
1985,"New York","NY",33,4,1,NA,5,61,17,2,NA,19,150,24,211,11.4
1984,"New York","NY",31,4,1,NA,5,61,16,2,NA,18,150,23,211,10.9
1983,"New York","NY",33,4,1,NA,5,61,15,2,NA,17,150,22,211,10.4
1981,"New York","NY",33,3,1,NA,4,60,9,5,NA,14,150,18,210,8.6
1979,"New York","NY",39,NA,NA,NA,4,60,NA,NA,NA,9,150,13,210,6.2
1977,"New York","NY",43,NA,NA,NA,3,60,NA,NA,NA,6,150,9,210,4.3
1975,"New York","NY",36,NA,NA,NA,3,60,NA,NA,NA,6,150,9,210,4.3
2014,"Utah","UT",45,3,2,NA,5,29,8,4,NA,12,75,17,104,16.3
2013,"Utah","UT",46,3,2,NA,5,29,8,4,NA,12,75,17,104,16.3
2012,"Utah","UT",43,4,1,NA,5,29,8,4,NA,12,75,17,104,16.3
2011,"Utah","UT",43,4,1,NA,5,29,8,5,NA,13,75,18,104,17.3
2010,"Utah","UT",30,4,1,NA,5,29,11,7,NA,18,75,23,104,22.1
2009,"Utah","UT",29,4,1,NA,5,29,11,7,NA,18,75,23,104,22.1
2008,"Utah","UT",34,2,2,NA,4,29,9,7,NA,16,75,20,104,19.2
2007,"Utah","UT",39,1,2,NA,3,29,8,7,NA,15,75,18,104,17.3
2006,"Utah","UT",27,2,2,NA,4,29,8,10,NA,18,75,22,104,21.2
2005,"Utah","UT",28,2,2,NA,4,29,7,10,NA,17,75,21,104,20.2
2004,"Utah","UT",30,3,2,NA,5,29,7,10,NA,17,75,22,104,21.2
2003,"Utah","UT",24,3,2,NA,5,29,7,11,NA,18,75,23,104,22.1
2002,"Utah","UT",23,4,2,NA,6,29,9,9,NA,18,75,24,104,23.1
2001,"Utah","UT",26,3,2,NA,5,29,9,9,NA,18,75,23,104,22.1
2000,"Utah","UT",28,3,1,NA,4,29,8,10,NA,18,75,22,104,21.2
1999,"Utah","UT",29,3,1,NA,4,29,8,10,NA,18,75,22,104,21.2
1998,"Utah","UT",38,1,0,NA,1,29,6,10,NA,16,75,17,104,16.3
1997,"Utah","UT",37,1,0,NA,1,29,6,10,NA,16,75,17,104,16.3
1996,"Utah","UT",41,1,0,NA,1,29,4,10,NA,14,75,15,104,14.4
1995,"Utah","UT",39,1,0,NA,1,29,4,10,NA,14,75,15,104,14.4
1994,"Utah","UT",39,1,1,NA,2,29,4,9,NA,13,75,15,104,14.4
1993,"Utah","UT",39,1,1,NA,2,29,4,8,NA,12,75,14,104,13.5
1992,"Utah","UT",42,2,1,NA,3,29,4,5,NA,9,75,12,104,11.5
1991,"Utah","UT",40,2,1,NA,3,29,4,5,NA,9,75,12,104,11.5
1990,"Utah","UT",36,1,0,NA,1,29,5,6,NA,11,75,12,104,11.5
1989,"Utah","UT",36,1,0,NA,1,29,5,6,NA,11,75,12,104,11.5
1988,"Utah","UT",43,1,0,NA,1,29,3,4,NA,7,75,8,104,7.7
1987,"Utah","UT",42,1,0,NA,1,29,3,4,NA,7,75,8,104,7.7
1986,"Utah","UT",44,0,1,NA,1,29,2,4,NA,6,75,7,104,6.7
1985,"Utah","UT",44,0,1,NA,1,29,2,4,NA,6,75,7,104,6.7
1984,"Utah","UT",36,0,1,NA,1,29,3,5,NA,8,75,9,104,8.7
1983,"Utah","UT",37,0,1,NA,1,29,3,5,NA,8,75,9,104,8.7
1981,"Utah","UT",36,1,1,NA,2,29,3,3,NA,6,75,8,104,7.7
1979,"Utah","UT",45,NA,NA,NA,1,29,NA,NA,NA,3,75,4,104,3.8
1977,"Utah","UT",36,NA,NA,NA,1,29,NA,NA,NA,5,75,6,104,5.8
1975,"Utah","UT",21,NA,NA,NA,0,29,NA,NA,NA,8,75,8,104,7.7
2014,"Connecticut","CT",13,7,1,NA,8,36,28,18,NA,46,151,54,187,28.9
2013,"Connecticut","CT",11,8,1,NA,9,36,29,17,NA,46,151,55,187,29.4
2012,"Connecticut","CT",9,8,1,NA,9,36,32,15,NA,47,151,56,187,29.9
2011,"Connecticut","CT",9,8,1,NA,9,36,32,15,NA,47,151,56,187,29.9
2010,"Connecticut","CT",8,7,1,NA,8,36,40,12,NA,52,151,60,187,32.1
2009,"Connecticut","CT",8,7,1,NA,8,36,40,11,NA,51,151,59,187,31.6
2008,"Connecticut","CT",16,7,1,NA,8,36,31,14,NA,45,151,53,187,28.3
2007,"Connecticut","CT",15,7,1,NA,8,36,31,14,NA,45,151,53,187,28.3
2005,"Connecticut","CT",14,7,2,NA,9,36,28,18,NA,46,151,55,187,29.4
2004,"Connecticut","CT",7,6,2,NA,8,36,29,18,NA,47,151,55,187,29.4
2003,"Connecticut","CT",8,6,2,NA,8,36,29,18,NA,47,151,55,187,29.4
2002,"Connecticut","CT",9,6,2,NA,8,36,33,15,NA,48,151,56,187,29.9
2001,"Connecticut","CT",9,6,2,NA,8,36,33,15,NA,48,151,56,187,29.9
2000,"Connecticut","CT",9,5,4,NA,9,36,33,14,NA,47,151,56,187,29.9
1999,"Connecticut","CT",9,5,4,NA,9,36,33,13,NA,46,151,55,187,29.4
1998,"Connecticut","CT",10,5,4,NA,9,36,32,13,NA,45,151,54,187,28.9
1997,"Connecticut","CT",10,5,4,NA,9,36,32,13,NA,45,151,54,187,28.9
1996,"Connecticut","CT",11,4,4,NA,8,36,30,12,NA,42,151,50,187,26.7
1995,"Connecticut","CT",11,4,4,NA,8,36,30,12,NA,42,151,50,187,26.7
1994,"Connecticut","CT",11,4,4,NA,8,36,29,12,NA,41,151,49,187,26.2
1993,"Connecticut","CT",13,4,4,NA,8,36,27,12,NA,39,151,47,187,25.1
1992,"Connecticut","CT",16,4,3,NA,7,36,21,15,NA,36,151,43,187,23
1991,"Connecticut","CT",16,4,3,NA,7,36,21,15,NA,36,151,43,187,23
1990,"Connecticut","CT",14,4,3,NA,7,36,19,15,NA,34,151,41,187,21.9
1989,"Connecticut","CT",13,4,3,NA,7,36,19,15,NA,34,151,41,187,21.9
1988,"Connecticut","CT",9,4,2,NA,6,36,19,15,NA,34,151,40,187,21.4
1987,"Connecticut","CT",8,4,2,NA,6,36,19,16,NA,35,151,41,187,21.9
1986,"Connecticut","CT",7,2,3,NA,5,36,12,24,NA,36,151,41,187,21.9
1985,"Connecticut","CT",7,2,3,NA,5,36,12,24,NA,36,151,41,187,21.9
1984,"Connecticut","CT",4,5,2,NA,7,36,16,20,NA,36,151,43,187,23
1983,"Connecticut","CT",3,6,2,NA,8,36,16,20,NA,36,151,44,187,23.5
1981,"Connecticut","CT",3,6,2,NA,8,36,14,22,NA,36,151,44,187,23.5
1979,"Connecticut","CT",3,NA,NA,NA,6,36,NA,NA,NA,31,151,37,187,19.8
1977,"Connecticut","CT",2,NA,NA,NA,5,36,NA,NA,NA,32,151,37,187,19.8
1975,"Connecticut","CT",7,NA,NA,NA,4,36,NA,NA,NA,22,151,26,187,13.9
2014,"Maryland","MD",9,10,1,NA,11,47,34,12,NA,46,141,57,188,30.3
2013,"Maryland","MD",8,10,1,NA,11,47,34,12,NA,46,141,57,188,30.3
2012,"Maryland","MD",8,10,1,NA,11,47,35,12,NA,47,141,58,188,30.9
2011,"Maryland","MD",8,10,1,NA,11,47,35,12,NA,47,141,58,188,30.9
2010,"Maryland","MD",10,9,1,NA,10,47,38,11,NA,49,141,59,188,31.4
2009,"Maryland","MD",10,9,1,NA,10,47,38,10,NA,48,141,58,188,30.9
2008,"Maryland","MD",9,9,2,NA,11,47,38,10,NA,48,141,59,188,31.4
2007,"Maryland","MD",8,10,2,NA,12,47,38,10,NA,48,141,60,188,31.9
2006,"Maryland","MD",1,12,3,NA,15,47,40,12,NA,52,141,67,188,35.6
2005,"Maryland","MD",1,12,3,NA,15,47,40,12,NA,52,141,67,188,35.6
2004,"Maryland","MD",2,12,3,NA,15,47,38,11,NA,49,141,64,188,34
2003,"Maryland","MD",3,12,3,NA,15,47,37,10,NA,47,141,62,188,33
2002,"Maryland","MD",11,7,2,NA,9,47,37,9,NA,46,141,55,188,29.3
2001,"Maryland","MD",10,7,2,NA,9,47,37,9,NA,46,141,55,188,29.3
2000,"Maryland","MD",10,7,2,NA,9,47,37,9,NA,46,141,55,188,29.3
1999,"Maryland","MD",10,7,2,NA,9,47,37,9,NA,46,141,55,188,29.3
1998,"Maryland","MD",8,7,1,NA,8,47,37,11,NA,48,141,56,188,29.8
1997,"Maryland","MD",8,7,1,NA,8,47,37,11,NA,48,141,56,188,29.8
1996,"Maryland","MD",8,6,1,NA,7,47,36,11,NA,47,141,54,188,28.7
1995,"Maryland","MD",8,6,1,NA,7,47,36,11,NA,47,141,54,188,28.7
1994,"Maryland","MD",16,10,0,NA,10,47,31,5,NA,36,141,46,188,24.5
1993,"Maryland","MD",15,10,0,NA,10,47,31,5,NA,36,141,46,188,24.5
1992,"Maryland","MD",14,9,0,NA,9,47,30,5,NA,35,141,44,188,23.4
1991,"Maryland","MD",12,9,0,NA,9,47,31,5,NA,36,141,45,188,23.9
1990,"Maryland","MD",12,7,1,NA,8,47,31,4,NA,35,141,43,188,22.9
1989,"Maryland","MD",12,6,0,NA,6,47,32,4,NA,36,141,42,188,22.3
1988,"Maryland","MD",12,6,0,NA,6,47,29,4,NA,33,141,39,188,20.7
1987,"Maryland","MD",12,6,0,NA,6,47,29,4,NA,33,141,39,188,20.7
1986,"Maryland","MD",11,3,0,NA,3,47,29,4,NA,33,141,36,188,19.1
1985,"Maryland","MD",11,3,0,NA,3,47,29,4,NA,33,141,36,188,19.1
1984,"Maryland","MD",11,2,0,NA,2,47,29,4,NA,33,141,35,188,18.6
1983,"Maryland","MD",10,3,0,NA,3,47,29,4,NA,33,141,36,188,19.1
1981,"Maryland","MD",12,3,0,NA,3,47,21,4,NA,25,141,28,188,14.9
1979,"Maryland","MD",9,NA,NA,NA,3,47,NA,NA,NA,25,141,28,188,14.9
1977,"Maryland","MD",16,NA,NA,NA,3,47,NA,NA,NA,18,141,21,188,11.2
1975,"Maryland","MD",15,NA,NA,NA,3,47,NA,NA,NA,16,141,19,188,10.1
2014,"North Carolina","NC",30,4,5,NA,9,50,15,13,NA,28,120,37,170,21.8
2013,"North Carolina","NC",31,3,4,NA,7,50,17,13,NA,30,120,37,170,21.8
2012,"North Carolina","NC",22,3,3,NA,6,50,23,13,NA,36,120,42,170,24.7
2011,"North Carolina","NC",29,3,3,NA,6,50,22,10,NA,32,120,38,170,22.4
2010,"North Carolina","NC",19,4,2,NA,6,50,26,12,NA,38,120,44,170,25.9
2009,"North Carolina","NC",20,4,2,NA,6,50,26,12,NA,38,120,44,170,25.9
2008,"North Carolina","NC",19,6,1,NA,7,50,26,12,NA,38,120,45,170,26.5
2007,"North Carolina","NC",18,6,1,NA,7,50,25,12,NA,37,120,44,170,25.9
2006,"North Carolina","NC",24,7,0,NA,7,50,22,10,NA,32,120,39,170,22.9
2005,"North Carolina","NC",24,7,0,NA,7,50,22,10,NA,32,120,39,170,22.9
2004,"North Carolina","NC",29,5,2,NA,7,50,18,11,NA,29,120,36,170,21.2
2003,"North Carolina","NC",29,5,2,NA,7,50,17,11,NA,28,120,35,170,20.6
2002,"North Carolina","NC",33,4,1,NA,5,50,14,13,NA,27,120,32,170,18.8
2001,"North Carolina","NC",32,4,1,NA,5,50,14,13,NA,27,120,32,170,18.8
2000,"North Carolina","NC",34,5,2,NA,7,50,12,12,NA,24,120,31,170,18.2
1999,"North Carolina","NC",34,5,2,NA,7,50,12,12,NA,24,120,31,170,18.2
1998,"North Carolina","NC",32,4,2,NA,6,50,11,13,NA,24,120,30,170,17.6
1997,"North Carolina","NC",34,4,2,NA,6,50,10,13,NA,23,120,29,170,17.1
1996,"North Carolina","NC",36,3,3,NA,6,50,7,15,NA,22,120,28,170,16.5
1995,"North Carolina","NC",36,3,3,NA,6,50,7,15,NA,22,120,28,170,16.5
1994,"North Carolina","NC",32,6,1,NA,7,50,15,8,NA,23,120,30,170,17.6
1993,"North Carolina","NC",30,6,1,NA,7,50,15,9,NA,24,120,31,170,18.2
1992,"North Carolina","NC",31,4,1,NA,5,50,13,7,NA,20,120,25,170,14.7
1991,"North Carolina","NC",32,4,1,NA,5,50,13,7,NA,20,120,25,170,14.7
1990,"North Carolina","NC",32,2,2,NA,4,50,12,8,NA,20,120,24,170,14.1
1989,"North Carolina","NC",32,3,1,NA,4,50,12,9,NA,21,120,25,170,14.7
1988,"North Carolina","NC",31,4,0,NA,4,50,13,7,NA,20,120,24,170,14.1
1987,"North Carolina","NC",31,4,0,NA,4,50,13,7,NA,20,120,24,170,14.1
1986,"North Carolina","NC",31,4,0,NA,4,50,9,7,NA,16,120,20,170,11.8
1985,"North Carolina","NC",31,4,0,NA,4,50,9,7,NA,16,120,20,170,11.8
1984,"North Carolina","NC",20,5,0,NA,5,50,15,3,NA,18,120,23,170,13.5
1983,"North Carolina","NC",18,5,0,NA,5,50,16,3,NA,19,120,24,170,14.1
1981,"North Carolina","NC",16,3,0,NA,3,50,15,4,NA,19,120,22,170,12.9
1979,"North Carolina","NC",13,NA,NA,NA,5,50,NA,NA,NA,17,120,22,170,12.9
1977,"North Carolina","NC",8,NA,NA,NA,4,50,NA,NA,NA,19,120,23,170,13.5
1975,"North Carolina","NC",19,NA,NA,NA,2,50,NA,NA,NA,13,120,15,170,8.8
2014,"Vermont","VT",2,6,2,NA,30,49,12,NA,4,65,150,73,180,40.6
